GeneSym,source_desc,protein,cell,Tissue,target_id,weight
SLC9A7,na,84679,OVCAR8,ovary,-666,-1
CBFA2T2,na,9139,OVCAR8,ovary,-666,-1
DPP10,na,57628,OVCAR8,ovary,-666,-1
USH2A,na,7399,OVCAR8,ovary,-666,-1
CRTAC1,na,55118,OVCAR8,ovary,-666,-1
ACAP3,na,116983,OVCAR8,ovary,-666,-1
GRIK3,na,2899,OVCAR8,ovary,-666,-1
DIRAS2,na,54769,OVCAR8,ovary,-666,-1
FNDC5,na,252995,OVCAR8,ovary,-666,-1
CRMP1,na,1400,OVCAR8,ovary,-666,-1
GFRA2,na,2675,OVCAR8,ovary,-666,-1
ST8SIA2,na,8128,OVCAR8,ovary,-666,-1
PRRT2,na,112476,OVCAR8,ovary,-666,-1
SORCS1,na,114815,OVCAR8,ovary,-666,-1
TMEM132C,na,92293,OVCAR8,ovary,-666,-1
XCL1,na,6375,OVCAR8,ovary,-666,-1
ANXA13,na,312,OVCAR8,ovary,-666,-1
GABRB2,na,2561,OVCAR8,ovary,-666,-1
ID2,na,3398,OVCAR8,ovary,-666,-1
GLG1,na,2734,OVCAR8,ovary,-666,-1
EBF3,na,253738,OVCAR8,ovary,-666,-1
KDM4A,na,9682,OVCAR8,ovary,-666,-1
SPHKAP,na,80309,OVCAR8,ovary,-666,-1
ATP1B2,na,482,OVCAR8,ovary,-666,-1
SAP25,na,100316904,OVCAR8,ovary,-666,-1
PALMD,na,54873,OVCAR8,ovary,-666,-1
ATXN7L3B,na,552889,OVCAR8,ovary,-666,-1
OTX1,na,5013,OVCAR8,ovary,-666,-1
TSHZ1,na,10194,OVCAR8,ovary,-666,-1
BRSK1,na,84446,OVCAR8,ovary,-666,-1
ELK1,na,2002,OVCAR8,ovary,-666,-1
AGTR2,na,186,OVCAR8,ovary,-666,-1
XXYLT1,na,152002,OVCAR8,ovary,-666,-1
PIGX,na,54965,OVCAR8,ovary,-666,-1
ALG3,na,10195,OVCAR8,ovary,-666,-1
PDCD10,na,11235,OVCAR8,ovary,-666,-1
RNF13,na,11342,OVCAR8,ovary,-666,-1
SCUBE3,na,222663,SW837,large intestine,-666,-1
CYB5R3,na,1727,SW837,large intestine,-666,-1
ZBTB47,na,92999,SW837,large intestine,-666,-1
KCTD20,na,222658,SW837,large intestine,-666,-1
ELTD1,na,64123,SW837,large intestine,-666,-1
UBXN6,na,80700,SW837,large intestine,-666,-1
DACT3,na,147906,SW837,large intestine,-666,-1
ZFAND3,na,60685,SW837,large intestine,-666,-1
ATXN10,na,25814,SW837,large intestine,-666,-1
ANKS1B,na,56899,SW837,large intestine,-666,-1
CHRNB1,na,1140,SW837,large intestine,-666,-1
PRKACB,na,5567,SW837,large intestine,-666,-1
ELOVL5,na,60481,SW837,large intestine,-666,-1
FAM127A,na,8933,SW837,large intestine,-666,-1
LRIF1,na,55791,SW837,large intestine,-666,-1
TIGD7,na,91151,SW837,large intestine,-666,-1
ANKRD54,na,129138,SW837,large intestine,-666,-1
OSTM1,na,28962,SW837,large intestine,-666,-1
IGSF8,na,93185,SW837,large intestine,-666,-1
MCOLN1,na,57192,SW837,large intestine,-666,-1
ATP6V1E1,na,529,SW837,large intestine,-666,-1
HTN3,na,3347,SW837,large intestine,-666,-1
FBXO7,na,25793,SW837,large intestine,-666,-1
AGPAT1,na,10554,SW837,large intestine,-666,-1
PPT2,na,9374,SW837,large intestine,-666,-1
PYGB,na,5834,SW837,large intestine,-666,-1
SH3BP5,na,9467,SW837,large intestine,-666,-1
RBBP9,na,10741,SW837,large intestine,-666,-1
CHMP1B,na,57132,SW837,large intestine,-666,-1
MSH4,na,4438,SW837,large intestine,-666,-1
PCDHGA11,na,56105,SW837,large intestine,-666,-1
TMEM104,na,54868,SW837,large intestine,-666,-1
SUPT4H1,na,6827,SW837,large intestine,-666,-1
STARD3,na,10948,SW837,large intestine,-666,-1
HSD17B1,na,3292,SW837,large intestine,-666,-1
DNAJB1,na,3337,SW837,large intestine,-666,-1
ELOVL2,na,54898,SW837,large intestine,-666,-1
TRPC4AP,na,26133,SW837,large intestine,-666,-1
SAP18,na,10284,SW837,large intestine,-666,-1
CLN5,na,1203,SW837,large intestine,-666,-1
CDS2,na,8760,SW837,large intestine,-666,-1
DDRGK1,na,65992,SW837,large intestine,-666,-1
NSFL1C,na,55968,SW837,large intestine,-666,-1
IDH3B,na,3420,SW837,large intestine,-666,-1
VPS16,na,64601,SW837,large intestine,-666,-1
ITPA,na,3704,SW837,large intestine,-666,-1
ZNF343,na,79175,SW837,large intestine,-666,-1
FASTKD5,na,60493,SW837,large intestine,-666,-1
MAVS,na,57506,SW837,large intestine,-666,-1
NAA20,na,51126,SW837,large intestine,-666,-1
NDUFAF5,na,79133,SW837,large intestine,-666,-1
XRN2,na,22803,SW837,large intestine,-666,-1
MKKS,na,8195,SW837,large intestine,-666,-1
IYD,na,389434,SW837,large intestine,-666,-1
AGR3,na,155465,SW837,large intestine,-666,-1
CAB39L,na,81617,SW837,large intestine,-666,-1
FGB,na,2244,SW837,large intestine,-666,-1
SULT1E1,na,6783,SW837,large intestine,-666,-1
MVK,na,4598,SW837,large intestine,-666,-1
MPPE1,na,65258,SW837,large intestine,-666,-1
IGHMBP2,na,3508,SW837,large intestine,-666,-1
NUDT18,na,79873,SW837,large intestine,-666,-1
NR1H2,na,7376,SW837,large intestine,-666,-1
GPR108,na,56927,SW837,large intestine,-666,-1
TOM1,na,10043,SW837,large intestine,-666,-1
GLUD2,na,2747,SW837,large intestine,-666,-1
TMEM205,na,374882,SW837,large intestine,-666,-1
HSPA5,na,3309,SW837,large intestine,-666,-1
DDA1,na,79016,SW837,large intestine,-666,-1
CYB5R1,na,51706,SW837,large intestine,-666,-1
EIF3L,na,51386,SW837,large intestine,-666,-1
RPL15,na,6138,SW837,large intestine,-666,-1
EIF1,na,10209,SW837,large intestine,-666,-1
C6orf48,na,50854,SW837,large intestine,-666,-1
LRRC41,na,10489,SW837,large intestine,-666,-1
PLA2G6,na,8398,SW837,large intestine,-666,-1
FAM212A,na,389119,SW837,large intestine,-666,-1
FREM1,na,158326,SW837,large intestine,-666,-1
SLC39A3,na,29985,SW837,large intestine,-666,-1
OSCAR,na,126014,SW837,large intestine,-666,-1
RPS4Y1,na,6192,SW837,large intestine,-666,-1
TYK2,na,7297,SW837,large intestine,-666,-1
ZNF317,na,57693,SW837,large intestine,-666,-1
OAZ1,na,4946,SW837,large intestine,-666,-1
ST3GAL3,na,6487,SW837,large intestine,-666,-1
FUT7,na,2529,SW837,large intestine,-666,-1
AKAP8,na,10270,SW837,large intestine,-666,-1
NAA38,na,84316,SW837,large intestine,-666,-1
C1orf123,na,54987,SW837,large intestine,-666,-1
ZSCAN25,na,221785,SW837,large intestine,-666,-1
RAD54L2,na,23132,SW837,large intestine,-666,-1
MAL,na,4118,SW837,large intestine,-666,-1
SGSM3,na,27352,SW837,large intestine,-666,-1
SPPL2B,na,56928,SW837,large intestine,-666,-1
PSMA5,na,5686,SW837,large intestine,-666,-1
ANGPTL6,na,83854,SW837,large intestine,-666,-1
TBC1D22A,na,25771,SW837,large intestine,-666,-1
CRTC2,na,200186,SW837,large intestine,-666,-1
ARID5A,na,10865,SW837,large intestine,-666,-1
IGHM,na,3507,SW837,large intestine,-666,-1
TLR10,na,81793,SW837,large intestine,-666,-1
TNFRSF13B,na,23495,SW837,large intestine,-666,-1
HIST1H2AB,na,8335,SW837,large intestine,-666,-1
TCEA2,na,6919,SW837,large intestine,-666,-1
SBNO2,na,22904,SW837,large intestine,-666,-1
C19orf10,na,56005,SW837,large intestine,-666,-1
ELL,na,8178,SW837,large intestine,-666,-1
NXPE3,na,91775,SW837,large intestine,-666,-1
ATG4A,na,115201,SW837,large intestine,-666,-1
KCNA2,na,3737,SW837,large intestine,-666,-1
LONP1,na,9361,SW837,large intestine,-666,-1
MYBPC2,na,4606,SW837,large intestine,-666,-1
C1orf43,na,25912,SW837,large intestine,-666,-1
PI4KB,na,5298,SW837,large intestine,-666,-1
MRPS21,na,54460,SW837,large intestine,-666,-1
CRX,na,1406,SW837,large intestine,-666,-1
ARR3,na,407,SW837,large intestine,-666,-1
C14orf178,na,283579,SW837,large intestine,-666,-1
GRIP2,na,80852,SW837,large intestine,-666,-1
NPFF,na,8620,SW837,large intestine,-666,-1
GNLY,na,10578,SW837,large intestine,-666,-1
TBL1Y,na,90665,SW837,large intestine,-666,-1
PITX3,na,5309,SW837,large intestine,-666,-1
NACC1,na,112939,SW837,large intestine,-666,-1
IGFALS,na,3483,SW837,large intestine,-666,-1
IL34,na,146433,SW837,large intestine,-666,-1
RTEL1,na,51750,SW837,large intestine,-666,-1
EPO,na,2056,SW837,large intestine,-666,-1
PTCRA,na,171558,SW837,large intestine,-666,-1
DKKL1,na,27120,SW837,large intestine,-666,-1
PCSK4,na,54760,SW837,large intestine,-666,-1
SUV420H2,na,84787,SW837,large intestine,-666,-1
ZNF865,na,100507290,SW837,large intestine,-666,-1
SRMS,na,6725,SW837,large intestine,-666,-1
GRASP,na,160622,SW837,large intestine,-666,-1
SSBP4,na,170463,SW837,large intestine,-666,-1
SPAG7,na,9552,SW837,large intestine,-666,-1
ABCB8,na,11194,SW837,large intestine,-666,-1
TMUB1,na,83590,SW837,large intestine,-666,-1
ARHGAP33,na,115703,SW837,large intestine,-666,-1
SLC9A5,na,6553,SW837,large intestine,-666,-1
ZNF446,na,55663,SW837,large intestine,-666,-1
CELF3,na,11189,SW837,large intestine,-666,-1
PIK3R2,na,5296,SW837,large intestine,-666,-1
DOHH,na,83475,SW837,large intestine,-666,-1
ERVV-1,na,147664,SW837,large intestine,-666,-1
GSK3A,na,2931,SW837,large intestine,-666,-1
B4GALT2,na,8704,SW837,large intestine,-666,-1
YIPF2,na,78992,SW837,large intestine,-666,-1
ZP4,na,57829,SW837,large intestine,-666,-1
APLN,na,8862,SW837,large intestine,-666,-1
ADCK4,na,79934,SW837,large intestine,-666,-1
ZNF219,na,51222,SW837,large intestine,-666,-1
TUB,na,7275,SW837,large intestine,-666,-1
SMO,na,6608,SW837,large intestine,-666,-1
BABAM1,na,29086,SW837,large intestine,-666,-1
CSNK1G2,na,1455,SW837,large intestine,-666,-1
TRAPPC5,na,126003,SW837,large intestine,-666,-1
ZNF76,na,7629,SW837,large intestine,-666,-1
PIAS4,na,51588,SW837,large intestine,-666,-1
CC2D1B,na,200014,SW837,large intestine,-666,-1
ENDOV,na,284131,SW837,large intestine,-666,-1
RIN1,na,9610,SW837,large intestine,-666,-1
IL17RE,na,132014,SW837,large intestine,-666,-1
IL22RA2,na,116379,SW837,large intestine,-666,-1
TRPC7,na,57113,SW837,large intestine,-666,-1
MMP25,na,64386,SW837,large intestine,-666,-1
VSTM2L,na,128434,SW837,large intestine,-666,-1
RELT,na,84957,SW837,large intestine,-666,-1
PRKY,na,5616,SW837,large intestine,-666,-1
SIN3B,na,23309,SW837,large intestine,-666,-1
PHF1,na,5252,SW837,large intestine,-666,-1
LEMD2,na,221496,SW837,large intestine,-666,-1
LMF2,na,91289,SW837,large intestine,-666,-1
POMT2,na,29954,SW837,large intestine,-666,-1
CHFR,na,55743,SW837,large intestine,-666,-1
NOP56,na,10528,SW837,large intestine,-666,-1
MRPL37,na,51253,SW837,large intestine,-666,-1
L3MBTL2,na,83746,SW837,large intestine,-666,-1
GSX2,na,170825,SW837,large intestine,-666,-1
HNRNPU,na,3192,SW837,large intestine,-666,-1
RBM15B,na,29890,SW837,large intestine,-666,-1
RAB35,na,11021,SW837,large intestine,-666,-1
VAMP7,na,6845,SW837,large intestine,-666,-1
COX7A2,na,1347,SW837,large intestine,-666,-1
AKIRIN2,na,55122,SW837,large intestine,-666,-1
LACE1,na,246269,SW837,large intestine,-666,-1
UQCR10,na,29796,SW837,large intestine,-666,-1
TRMU,na,55687,SW837,large intestine,-666,-1
MKRN2,na,23609,SW837,large intestine,-666,-1
CCDC12,na,151903,SW837,large intestine,-666,-1
TUSC2,na,11334,SW837,large intestine,-666,-1
BAP1,na,8314,SW837,large intestine,-666,-1
IP6K1,na,9807,SW837,large intestine,-666,-1
MON1A,na,84315,SW837,large intestine,-666,-1
PSMD6,na,9861,SW837,large intestine,-666,-1
TMEM115,na,11070,SW837,large intestine,-666,-1
NME6,na,10201,SW837,large intestine,-666,-1
ARPC4,na,10093,SW837,large intestine,-666,-1
TMEM43,na,79188,SW837,large intestine,-666,-1
JAGN1,na,84522,SW837,large intestine,-666,-1
MTMR14,na,64419,SW837,large intestine,-666,-1
SETD5,na,55209,SW837,large intestine,-666,-1
RAF1,na,5894,SW837,large intestine,-666,-1
HACL1,na,26061,SW837,large intestine,-666,-1
UBA52,na,7311,SW837,large intestine,-666,-1
CDC37,na,11140,SW837,large intestine,-666,-1
FAM32A,na,26017,SW837,large intestine,-666,-1
FBXL12,na,54850,SW837,large intestine,-666,-1
ELOF1,na,84337,SW837,large intestine,-666,-1
MRPL34,na,64981,SW837,large intestine,-666,-1
LSM4,na,25804,SW837,large intestine,-666,-1
NDUFB7,na,4713,SW837,large intestine,-666,-1
ARMC6,na,93436,SW837,large intestine,-666,-1
DDX49,na,54555,SW837,large intestine,-666,-1
KXD1,na,79036,SW837,large intestine,-666,-1
ECSIT,na,51295,SW837,large intestine,-666,-1
ADAT3,na,113179,SW837,large intestine,-666,-1
LSM7,na,51690,SW837,large intestine,-666,-1
CCDC94,na,55702,SW837,large intestine,-666,-1
SIRT6,na,51548,SW837,large intestine,-666,-1
RANBP3,na,8498,SW837,large intestine,-666,-1
GTF2F1,na,2962,SW837,large intestine,-666,-1
SGTA,na,6449,SW837,large intestine,-666,-1
MBD3,na,53615,SW837,large intestine,-666,-1
THOP1,na,7064,SW837,large intestine,-666,-1
PLEKHJ1,na,55111,SW837,large intestine,-666,-1
CLPP,na,8192,SW837,large intestine,-666,-1
RNF126,na,55658,SW837,large intestine,-666,-1
HDGFRP2,na,84717,SW837,large intestine,-666,-1
NDUFA13,na,51079,SW837,large intestine,-666,-1
TXN2,na,25828,SW837,large intestine,-666,-1
PET100,na,100131801,SW837,large intestine,-666,-1
EEF2,na,1938,SW837,large intestine,-666,-1
ATP13A1,na,57130,SW837,large intestine,-666,-1
UPF1,na,5976,SW837,large intestine,-666,-1
REXO1,na,57455,SW837,large intestine,-666,-1
MLLT1,na,4298,SW837,large intestine,-666,-1
BRD4,na,23476,SW837,large intestine,-666,-1
WIZ,na,58525,SW837,large intestine,-666,-1
MVD,na,4597,SW837,large intestine,-666,-1
TFPT,na,29844,SW837,large intestine,-666,-1
SNRNP70,na,6625,SW837,large intestine,-666,-1
SYMPK,na,8189,SW837,large intestine,-666,-1
KLF16,na,83855,SW837,large intestine,-666,-1
HNRNPCL1,na,343069,SW837,large intestine,-666,-1
QTRT1,na,81890,SW837,large intestine,-666,-1
EHMT2,na,10919,SW837,large intestine,-666,-1
POLDIP3,na,84271,SW837,large intestine,-666,-1
ATXN2L,na,11273,SW837,large intestine,-666,-1
AKAP8L,na,26993,SW837,large intestine,-666,-1
NFKBIL1,na,4795,SW837,large intestine,-666,-1
GGT7,na,2686,SW837,large intestine,-666,-1
MAPK14,na,1432,SW837,large intestine,-666,-1
KTI12,na,112970,SW837,large intestine,-666,-1
PIP5K1A,na,8394,SW837,large intestine,-666,-1
PSKH1,na,5681,SW837,large intestine,-666,-1
ELMOD3,na,84173,SW837,large intestine,-666,-1
CLK3,na,1198,SW837,large intestine,-666,-1
TWF2,na,11344,SW837,large intestine,-666,-1
ACTB,na,60,SW837,large intestine,-666,-1
RAB1B,na,81876,SW837,large intestine,-666,-1
RANGAP1,na,5905,SW837,large intestine,-666,-1
RNF123,na,63891,SW837,large intestine,-666,-1
SNAPC2,na,6618,SW837,large intestine,-666,-1
NRBP1,na,29959,SW837,large intestine,-666,-1
DPP9,na,91039,SW837,large intestine,-666,-1
MED16,na,10025,SW837,large intestine,-666,-1
MAP2K2,na,5605,SW837,large intestine,-666,-1
FKBP8,na,23770,SW837,large intestine,-666,-1
AP1M1,na,8907,SW837,large intestine,-666,-1
SIRT2,na,22933,SW837,large intestine,-666,-1
IPO13,na,9670,SW837,large intestine,-666,-1
LPPR2,na,64748,SW837,large intestine,-666,-1
ATG4D,na,84971,SW837,large intestine,-666,-1
MVB12A,na,93343,SW837,large intestine,-666,-1
PCIF1,na,63935,SW837,large intestine,-666,-1
XPO6,na,23214,SW837,large intestine,-666,-1
DAXX,na,1616,SW837,large intestine,-666,-1
VARS,na,7407,SW837,large intestine,-666,-1
WDR46,na,9277,SW837,large intestine,-666,-1
SNRPC,na,6631,SW837,large intestine,-666,-1
DXO,na,1797,SW837,large intestine,-666,-1
CUTA,na,51596,SW837,large intestine,-666,-1
RING1,na,6015,SW837,large intestine,-666,-1
ATF6B,na,1388,SW837,large intestine,-666,-1
ZBTB22,na,9278,SW837,large intestine,-666,-1
C6orf89,na,221477,SW837,large intestine,-666,-1
RXRB,na,6257,SW837,large intestine,-666,-1
GLO1,na,2739,SW837,large intestine,-666,-1
UQCC2,na,84300,SW837,large intestine,-666,-1
BRD2,na,6046,SW837,large intestine,-666,-1
PHF23,na,79142,SW837,large intestine,-666,-1
EIF5A,na,1984,SW837,large intestine,-666,-1
RNF167,na,26001,SW837,large intestine,-666,-1
INPP5K,na,51763,SW837,large intestine,-666,-1
EMC6,na,83460,SW837,large intestine,-666,-1
MPDU1,na,9526,SW837,large intestine,-666,-1
DVL2,na,1856,SW837,large intestine,-666,-1
FXR2,na,9513,SW837,large intestine,-666,-1
SAT2,na,112483,SW837,large intestine,-666,-1
SMCR8,na,140775,SW837,large intestine,-666,-1
MED9,na,55090,SW837,large intestine,-666,-1
TOP3A,na,7156,SW837,large intestine,-666,-1
YIPF1,na,54432,SW837,large intestine,-666,-1
MIEF1,na,54471,SW837,large intestine,-666,-1
TFIP11,na,24144,SW837,large intestine,-666,-1
AP1B1,na,162,SW837,large intestine,-666,-1
ASCC2,na,84164,SW837,large intestine,-666,-1
ZMAT5,na,55954,SW837,large intestine,-666,-1
GTPBP1,na,9567,SW837,large intestine,-666,-1
URM1,na,81605,SW837,large intestine,-666,-1
GTF3A,na,2971,SW837,large intestine,-666,-1
HSF1,na,3297,SW837,large intestine,-666,-1
MAF1,na,84232,SW837,large intestine,-666,-1
BRF2,na,55290,SW837,large intestine,-666,-1
PROSC,na,11212,SW837,large intestine,-666,-1
INTS9,na,55756,SW837,large intestine,-666,-1
GCAT,na,23464,SW837,large intestine,-666,-1
LAMTOR5,na,10542,SW837,large intestine,-666,-1
CSDE1,na,7812,SW837,large intestine,-666,-1
SARS,na,6301,SW837,large intestine,-666,-1
WDR47,na,22911,SW837,large intestine,-666,-1
DR1,na,1810,SW837,large intestine,-666,-1
RPF1,na,80135,SW837,large intestine,-666,-1
C1orf52,na,148423,SW837,large intestine,-666,-1
SNX17,na,9784,SW837,large intestine,-666,-1
FIZ1,na,84922,SW837,large intestine,-666,-1
CCDC124,na,115098,SW837,large intestine,-666,-1
PIN1,na,5300,SW837,large intestine,-666,-1
DBNL,na,28988,SW837,large intestine,-666,-1
CHCHD2,na,51142,SW837,large intestine,-666,-1
C11orf58,na,10944,SW837,large intestine,-666,-1
SIRT3,na,23410,SW837,large intestine,-666,-1
BET1L,na,51272,SW837,large intestine,-666,-1
RIC8A,na,60626,SW837,large intestine,-666,-1
TSSC4,na,10078,SW837,large intestine,-666,-1
TSG101,na,7251,SW837,large intestine,-666,-1
LRRC46,na,90506,SW837,large intestine,-666,-1
SLC25A6,na,293,SW837,large intestine,-666,-1
ADAMTSL2,na,9719,SW837,large intestine,-666,-1
ELAVL1,na,1994,SW837,large intestine,-666,-1
NAPB,na,63908,SW837,large intestine,-666,-1
SHC2,na,25759,SW837,large intestine,-666,-1
SERGEF,na,26297,SW837,large intestine,-666,-1
DYDC2,na,84332,SW837,large intestine,-666,-1
EXTL3,na,2137,SW837,large intestine,-666,-1
CAMK2N2,na,94032,SW837,large intestine,-666,-1
AES,na,166,SW837,large intestine,-666,-1
SSTR2,na,6752,SW837,large intestine,-666,-1
FEV,na,54738,SW837,large intestine,-666,-1
RADIL,na,55698,SW837,large intestine,-666,-1
SLC1A2,na,6506,SW837,large intestine,-666,-1
PDE2A,na,5138,SW837,large intestine,-666,-1
CSNK1E,na,1454,SW837,large intestine,-666,-1
CPXM1,na,56265,SW837,large intestine,-666,-1
C18orf8,na,29919,SW837,large intestine,-666,-1
PGM5,na,5239,SW837,large intestine,-666,-1
OTX2,na,5015,SW837,large intestine,-666,-1
HOXD11,na,3237,SW837,large intestine,-666,-1
GNAT2,na,2780,SW837,large intestine,-666,-1
ZNF480,na,147657,SW837,large intestine,-666,-1
ZNF551,na,90233,SW837,large intestine,-666,-1
KLC2,na,64837,SW837,large intestine,-666,-1
ETV2,na,2116,SW837,large intestine,-666,-1
DMPK,na,1760,SW837,large intestine,-666,-1
CDH4,na,1002,CAKI1,kidney,-666,-1
CYP51A1,na,1595,CAKI1,kidney,-666,-1
NRG4,na,145957,CAKI1,kidney,-666,-1
CCDC155,na,147872,CAKI1,kidney,-666,-1
TRIL,na,9865,CAKI1,kidney,-666,-1
AZGP1,na,563,CAKI1,kidney,-666,-1
SOX13,na,9580,CAKI1,kidney,-666,-1
TMPRSS13,na,84000,CAKI1,kidney,-666,-1
STK35,na,140901,CAKI1,kidney,-666,-1
ZCCHC3,na,85364,CAKI1,kidney,-666,-1
SLC26A3,na,1811,CAKI1,kidney,-666,-1
LNX2,na,222484,CAKI1,kidney,-666,-1
CALM1,na,801,CAKI1,kidney,-666,-1
ONECUT1,na,3175,CAKI1,kidney,-666,-1
GPC5,na,2262,CAKI1,kidney,-666,-1
TP73,na,7161,CAKI1,kidney,-666,-1
ZFP2,na,80108,CAKI1,kidney,-666,-1
ALOX12B,na,242,CAKI1,kidney,-666,-1
S100A8,na,6279,CAKI1,kidney,-666,-1
DAB2IP,na,153090,CAKI1,kidney,-666,-1
INHA,na,3623,CAKI1,kidney,-666,-1
TMEM87A,na,25963,CAKI1,kidney,-666,-1
UBE2G2,na,7327,CAKI1,kidney,-666,-1
FERMT3,na,83706,CAKI1,kidney,-666,-1
SLC39A3,na,29985,CAKI1,kidney,-666,-1
ITGAL,na,3683,CAKI1,kidney,-666,-1
MLC1,na,23209,CAKI1,kidney,-666,-1
CABIN1,na,23523,CAKI1,kidney,-666,-1
INO80C,na,125476,CAKI1,kidney,-666,-1
IGLL1,na,3543,CAKI1,kidney,-666,-1
ADRBK1,na,156,CAKI1,kidney,-666,-1
MIER3,na,166968,CAKI1,kidney,-666,-1
BRD1,na,23774,CAKI1,kidney,-666,-1
ZBED4,na,9889,CAKI1,kidney,-666,-1
MYH3,na,4621,CAKI1,kidney,-666,-1
DNAJB7,na,150353,CAKI1,kidney,-666,-1
ZNF644,na,84146,CAKI1,kidney,-666,-1
C3orf62,na,375341,CAKI1,kidney,-666,-1
TIA1,na,7072,CAKI1,kidney,-666,-1
ZNF318,na,24149,CAKI1,kidney,-666,-1
CD53,na,963,CAKI1,kidney,-666,-1
TOPORS,na,10210,CAKI1,kidney,-666,-1
ZBTB1,na,22890,CAKI1,kidney,-666,-1
KLF13,na,51621,CAKI1,kidney,-666,-1
ERCC4,na,2072,CAKI1,kidney,-666,-1
ASIC3,na,9311,CAKI1,kidney,-666,-1
CYP11A1,na,1583,CAKI1,kidney,-666,-1
NLRP5,na,126206,CAKI1,kidney,-666,-1
TMEM225,na,338661,CAKI1,kidney,-666,-1
SPACA3,na,124912,CAKI1,kidney,-666,-1
DNASE1L2,na,1775,CAKI1,kidney,-666,-1
IMPG1,na,3617,CAKI1,kidney,-666,-1
MGAT5B,na,146664,CAKI1,kidney,-666,-1
NEURL4,na,84461,CAKI1,kidney,-666,-1
SLC26A6,na,65010,CAKI1,kidney,-666,-1
ENTPD2,na,954,CAKI1,kidney,-666,-1
ACTR1B,na,10120,CAKI1,kidney,-666,-1
KRT71,na,112802,CAKI1,kidney,-666,-1
PRB4,na,5545,CAKI1,kidney,-666,-1
ZNF324,na,25799,CAKI1,kidney,-666,-1
TRAIP,na,10293,CAKI1,kidney,-666,-1
PAQR4,na,124222,CAKI1,kidney,-666,-1
FANCE,na,2178,CAKI1,kidney,-666,-1
CCL16,na,6360,CAKI1,kidney,-666,-1
PPIL4,na,85313,CAKI1,kidney,-666,-1
BRPF1,na,7862,CAKI1,kidney,-666,-1
ARPP19,na,10776,CAKI1,kidney,-666,-1
HMG20A,na,10363,CAKI1,kidney,-666,-1
CCDC94,na,55702,CAKI1,kidney,-666,-1
FEM1A,na,55527,CAKI1,kidney,-666,-1
OPA3,na,80207,CAKI1,kidney,-666,-1
TAF11,na,6882,CAKI1,kidney,-666,-1
BRD2,na,6046,CAKI1,kidney,-666,-1
WRNIP1,na,56897,CAKI1,kidney,-666,-1
PITPNB,na,23760,CAKI1,kidney,-666,-1
THAP7,na,80764,CAKI1,kidney,-666,-1
ANAPC2,na,29882,CAKI1,kidney,-666,-1
DOLPP1,na,57171,CAKI1,kidney,-666,-1
TSTD2,na,158427,CAKI1,kidney,-666,-1
TBC1D13,na,54662,CAKI1,kidney,-666,-1
ODF2,na,4957,CAKI1,kidney,-666,-1
FAM98B,na,283742,CAKI1,kidney,-666,-1
USP33,na,23032,CAKI1,kidney,-666,-1
SNW1,na,22938,CAKI1,kidney,-666,-1
RCOR1,na,23186,CAKI1,kidney,-666,-1
SMEK1,na,55671,CAKI1,kidney,-666,-1
TTLL5,na,23093,CAKI1,kidney,-666,-1
EXOC5,na,10640,CAKI1,kidney,-666,-1
TRAPPC6B,na,122553,CAKI1,kidney,-666,-1
SLCO2A1,na,6578,CAKI1,kidney,-666,-1
ZNF233,na,353355,CAKI1,kidney,-666,-1
C5orf22,na,55322,CAKI1,kidney,-666,-1
GCH1,na,2643,CAKI1,kidney,-666,-1
LY6H,na,4062,CAKI1,kidney,-666,-1
BRSK2,na,9024,CAKI1,kidney,-666,-1
HPCA,na,3208,CAKI1,kidney,-666,-1
JPH4,na,84502,CAKI1,kidney,-666,-1
HNRNPA0,na,10949,CAKI1,kidney,-666,-1
CLASP2,na,23122,CAKI1,kidney,-666,-1
HPCAL4,na,51440,CAKI1,kidney,-666,-1
CELSR3,na,1951,CAKI1,kidney,-666,-1
BARX1,na,56033,CAKI1,kidney,-666,-1
CIPC,na,85457,CAKI1,kidney,-666,-1
H2AFV,na,94239,CAKI1,kidney,-666,-1
UBR7,na,55148,CAKI1,kidney,-666,-1
RGS9BP,na,388531,CAKI1,kidney,-666,-1
ZADH2,na,284273,CAKI1,kidney,-666,-1
ANO8,na,57719,CAKI1,kidney,-666,-1
R3HDM2,na,22864,CAKI1,kidney,-666,-1
FAP,na,2191,A498,kidney,-666,-1
ERCC6,na,2074,A498,kidney,-666,-1
IDUA,na,3425,A498,kidney,-666,-1
B3GALT2,na,8707,A498,kidney,-666,-1
FAM162A,na,26355,A498,kidney,-666,-1
RP1,na,6101,A498,kidney,-666,-1
PGBD1,na,84547,A498,kidney,-666,-1
SMAP1,na,60682,A498,kidney,-666,-1
FAHD2A,na,51011,A498,kidney,-666,-1
SORT1,na,6272,A498,kidney,-666,-1
MMP1,na,4312,A498,kidney,-666,-1
ABCC10,na,89845,A498,kidney,-666,-1
ARPIN,na,348110,A498,kidney,-666,-1
OR2L13,na,284521,A498,kidney,-666,-1
KL,na,9365,A498,kidney,-666,-1
DDX5,na,1655,A498,kidney,-666,-1
SUMO4,na,387082,A498,kidney,-666,-1
MUCL1,na,118430,A498,kidney,-666,-1
PIK3R3,na,8503,A498,kidney,-666,-1
SGSM2,na,9905,A498,kidney,-666,-1
MUT,na,4594,A498,kidney,-666,-1
KCTD6,na,200845,A498,kidney,-666,-1
TMEM230,na,29058,A498,kidney,-666,-1
